Episode Number,Scene Number,Scene Description
2X22,Scene 19,"CUMBERLAND STATE CORRECTIONAL FACILITY; DINWIDDIE COUNTY, VIRGINIA"
2X22,Scene 20,BUS DEPOT
2X22,Scene 21,"FBI HEADQUARTERS; WASHINGTON, D.C."
2X23,Scene 1,"HOTEL GEORGE MASON, RICHMOND, VIRGINIA"
2X23,Scene 2,SAME LOCATION
2X23,Scene 3,"WYSNECKI RESIDENCE, RICHMOND, VIRGINIA"
2X23,Scene 4,RICHMOND TRAIN STATION
2X23,Scene 5,"SAME ALLEY, NEXT MORNING"
2X23,Scene 6,TRAIN STATION SECURITY OFFICE
2X23,Scene 7,POLARITY MAGNETICS
2X23,Scene 8,RICHMOND TRAIN STATION
2X23,Scene 9,"YALOFF PSYCHIATRIC HOSPITAL, PIEDMONT, VIRGINIA"
2X23,Scene 10,RICHMOND TRAIN STATION
2X23,Scene 11,YALOFF PSYCHIATRIC HOSPITAL
2X23,Scene 12,NEXT DAY AT THE PSYCHIATRIC HOSPITAL
2X23,Scene 13,POLARITY MAGNETICS
2X23,Scene 14,"A DARK, UNKNOWN LOCATION"
2X23,Scene 15,A CEMETARY
2X23,Scene 16,A GOVERNMENT FACILITY
2X24,Scene 1,"COUNTY ROAD A7 DUDLEY, ARKANSAS"
2X24,Scene 2,"FBI HEADQUARTERS WASHINGTON, DC"
2X24,Scene 3,"DUDLEY, ARKANSAS"
2X24,Scene 4,
2X24,Scene 5,
2X24,Scene 6,
2X24,Scene 7,CHACO RESIDENCE
2X24,Scene 8,SETH COUNT MORGUE
2X24,Scene 9,
2X24,Scene 10,
2X24,Scene 11,
2X24,Scene 12,
2X24,Scene 13,
2X24,Scene 14,
2X24,Scene 15,
2X24,Scene 16,
2X24,Scene 17,SETH COUNTY COURTHOUSE
2X24,Scene 18,
2X24,Scene 19,
2X24,Scene 20,
2X25,Scene 1,"NAVAJO RESERVATION TWO GREY HILLS, NM APRIL 9"
2X25,Scene 2,DOVER DE APRIL 10
2X25,Scene 3,"UNITED NATIONS BUILDING NEW YORK CITY, NY APRIL 10"
2X25,Scene 4,"WASHINGTON, DC APRIL 11"
2X25,Scene 5,"US BOTANIC GARDEN WASHINGTON, DC"
2X25,Scene 6,"FBI HEADQUARTERS WASHINGTON, DC APRIL 12"
2X25,Scene 7,APRIL 13
2X25,Scene 8,"WEST TISBURY MARTHA'S VINEYARD, MA"
2X25,Scene 9,
2X25,Scene 10,"OFFICES OF THE NAVAJO NATION WASHINGTON, DC"
2X25,Scene 11,BILL MULDER'S HOUSE
2X25,Scene 12,
2X25,Scene 13,APRIL 14
2X25,Scene 14,FBI HEADQUARTERS FIREARMS UNIT
2X25,Scene 15,
2X25,Scene 16,APRIL 16
2X25,Scene 17,NAVAJO NATION NATIONAL RESERVATION
3X01,Scene 1,"NAVAJO RESERVATION; TWO GREY HILLS, NEW MEXICO"
3X01,Scene 2,ALBERT HOSTEEN'S HOUSE
3X01,Scene 3,"NAVAJO RESERVATION; NORTHWEST OF LOS ALAMOS, NEW MEXICO"
3X01,Scene 4,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X01,Scene 5,46th STREET; NEW YORK CITY
3X01,Scene 6,MARGARET SCULLY'S HOUSE
3X01,Scene 7,"NAVAJO RESERVATION; TWO GREY HILLS, NEW MEXICO"
3X01,Scene 8,SCULLY'S APARTMENT
3X01,Scene 9,"NAVAJO RESERVATION; TWO GREY HILLS, NEW MEXICO"
3X01,Scene 10,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X01,Scene 11,"NAVAJO RESERVATION; TWO GREY HILLS, NEW MEXICO"
3X01,Scene 12,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X01,Scene 13,MELISSA SCULLY'S HOUSE
3X01,Scene 14,DOCTOR POMERANTZ'S OFFICE
3X01,Scene 15,"SCULLY'S APARTMENT; WASHINGTON, D.C."
3X01,Scene 16,"NAVAJO RESERVATION; TWO GREY HILLS, NEW MEXICO"
3X01,Scene 17,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X01,Scene 18,"SCULLY'S APARTMENT; WASHINGTON, D.C."
3X01,Scene 19,"GARDEN OF REFLECTION; PARKWAY CEMETERY; BOSTON, MASSACHUSETTS"
3X01,Scene 20,"MARTHA'S VINEYARD; WEST TISBURY, MASSACHUSETTS"
3X01,Scene 21,"SCULLY'S APARTMENT; WASHINGTON, D.C."
3X01,Scene 22,MULDER'S APARTMENT
3X01,Scene 23,"SCULLY'S APARTMENT; WASHINGTON, D.C."
3X01,Scene 24,MULDER'S APARTMENT
3X02,Scene 1,
3X02,Scene 2,MULDER'S APARTMENT
3X02,Scene 3,HOSPITAL
3X02,Scene 4,"THE LONE GUNMEN'S OFFICE; WASHINGTON, D.C."
3X02,Scene 5,"46TH STREET, NEW YORK CITY; 7:09 AM"
3X02,Scene 6,"46TH STREET, NEW YORK CITY"
3X02,Scene 7,HOSPITAL
3X02,Scene 8,RURAL WEST VIRGINIA
3X02,Scene 9,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X02,Scene 10,RURAL WEST VIRGINIA
3X02,Scene 11,"ROUTE 320A; CRAIGER, MARYLAND"
3X02,Scene 12,"SOUTHEAST WASHINGTON, D.C."
3X02,Scene 13,46th STREET; NEW YORK CITY
3X02,Scene 14,"GREENWICH, CONNECTICUT"
3X02,Scene 15,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X03,Scene 1,NIGHT
3X03,Scene 2,"LOUIS P. WHARTON COUNTY BUILDING CONNERVILLE, OKLAHOMA"
3X03,Scene 3,
3X03,Scene 4,
3X03,Scene 5,
3X03,Scene 6,
3X03,Scene 7,
3X03,Scene 8,FORENSIC LAB JOHNSTON COUNTY SHERIFF’S OFFICE
3X03,Scene 9,
3X03,Scene 10,
3X03,Scene 11,
3X03,Scene 12,
3X03,Scene 13,
3X03,Scene 14,
3X03,Scene 15,
3X03,Scene 16,
3X03,Scene 17,
3X03,Scene 18,"FELTON COMMUNITY HOSPITAL FELTON, OKLAHOMA"
3X03,Scene 19,
3X03,Scene 20,OKLAHOMA STATE PSYCHIATRIC HOSPITAL
3X04,Scene 1,ST. PAUL; SEPTEMBER 16
3X04,Scene 2,NORTH MINNEAPOLIS; 3 DAYS LATER
3X04,Scene 3,THE GORDON'S HOUSE
3X04,Scene 4,CLYDE BRUCKMAN'S APARTMENT
3X04,Scene 5,MRS. LOWE'S APARTMENT
3X04,Scene 6,CLYDE BRUCKMAN'S APARTMENT
3X04,Scene 7,NORTH MINNEAPOLIS
3X04,Scene 8,GLENVIEW LAKE
3X04,Scene 9,CLYDE BRUCKMAN'S APARTMENT
3X04,Scene 10,INTERROGATION ROOM; POLICE STATION
3X04,Scene 11,CAR
3X04,Scene 12,CLYDE BRUCKMAN'S APARTMENT
3X04,Scene 13,LE DAMPINO HOTEL; SEPTEMBER 21
3X04,Scene 14,TAROT SHOP
3X04,Scene 15,TAROT SHOP
3X04,Scene 16,LE DAMPINO HOTEL
3X04,Scene 17,TAROT SHOP
3X04,Scene 18,LE DAMPINO HOTEL
3X04,Scene 19,MRS. LOWE'S APARTMENT
3X04,Scene 20,CLYDE BRUCKMAN'S APARTMENT
3X04,Scene 21,SCULLY'S APARTMENT
3X05,Scene 1,
3X05,Scene 2,"EASTPOINT STATE PENITENTIARY, LEON COUNTY, FLORIDA"
3X05,Scene 3,
3X05,Scene 4,
3X05,Scene 5,7:03 AM
3X05,Scene 6,
3X05,Scene 7,
3X05,Scene 8,
3X05,Scene 9,3:45 PM
3X05,Scene 10,
3X05,Scene 11,
3X05,Scene 12,
3X05,Scene 13,
3X05,Scene 14,
3X05,Scene 15,
3X05,Scene 16,
3X05,Scene 17,
3X05,Scene 18,
3X05,Scene 19,
3X05,Scene 20,
3X05,Scene 21,
3X05,Scene 22,
3X06,Scene 1,
3X06,Scene 2,WAREHOUSE
3X06,Scene 3,WAREHOUSE
3X06,Scene 4,APARTMENT
3X06,Scene 5,AUTOPSY BAY
3X06,Scene 6,
3X06,Scene 7,AUTOPSY BAY
3X06,Scene 8,ELLEN'S APARTMENT
3X06,Scene 9,
3X06,Scene 10,
3X06,Scene 11,INCANTO’S APARTMENT
3X06,Scene 12,CLEVELAND POLICE DEPARTMENT 1ST DISTRICT 10:13 AM
3X06,Scene 13,INCANTO’S APARTMENT
3X06,Scene 14,CLEVELAND POLICE DEPARTMENT
3X06,Scene 15,RESTAURANT
3X06,Scene 16,
3X06,Scene 17,
3X06,Scene 18,CLEVELAND POLICE DEPARTMENT
3X06,Scene 19,
3X06,Scene 20,FBI REGIONAL OFFICE COMPUTER CRIME SECTION
3X06,Scene 21,
3X06,Scene 22,CLEVELAND POLICE OFFICE
3X06,Scene 23,
3X06,Scene 24,FBI OFFICE
3X06,Scene 25,
3X06,Scene 26,
3X07,Scene 1,"ARMY HOSPITAL PSYCHIATRIC WARD FORT EVANSON, MARYLAND"
3X07,Scene 2,HALLWAY
3X07,Scene 3,HYDROTHERAPY ROOM
3X07,Scene 4,
3X07,Scene 5,HALLWAY
3X07,Scene 6,HALLWAY
3X07,Scene 7,GENERAL CALLAHAN'S OFFICE
3X07,Scene 8,HYDROTHERAPY ROOM
3X07,Scene 9,CALLAHAN'S OFFICE
3X07,Scene 10,FORT EVANSTON'S OFFICER GYM 10:32 PM
3X07,Scene 11,SWIMMING POOL
3X07,Scene 12,LATER
3X07,Scene 13,"CALLAHAN RESIDENCE ROSSLYN, VIRGINIA"
3X07,Scene 14,STUDY
3X07,Scene 15,BACKYARD
3X07,Scene 16,HOSPITAL
3X07,Scene 17,CALLAHAN RESIDENCE
3X07,Scene 18,STUDY
3X07,Scene 19,APARTMENT BUILDING
3X07,Scene 20,CALLAHAN RESIDENCE
3X07,Scene 21,INTERROGATION ROOM
3X07,Scene 22,HALLWAY
3X07,Scene 23,RAPPO'S ROOM
3X07,Scene 24,ROACH'S CELL
3X07,Scene 25,LATER
3X07,Scene 26,LATER
3X07,Scene 27,RAPPO'S ROOM
3X07,Scene 28,CALLAHAN HOUSE
3X07,Scene 29,STANS' HOSPITAL ROOM
3X07,Scene 30,HALLWAY
3X07,Scene 31,RAPPO'S ROOM
3X07,Scene 32,HALLWAY
3X07,Scene 33,HALLWAY
3X07,Scene 34,RAPPO'S ROOM
3X07,Scene 35,SUB BASEMENT
3X07,Scene 36,STAIRWAY
3X07,Scene 37,SUB BASEMENT
3X07,Scene 38,RAPPO'S ROOM
3X07,Scene 39,STAIRWAY
3X07,Scene 40,SUB BASEMENT
3X07,Scene 41,HALLWAY
3X07,Scene 42,RAPPO'S ROOM
3X07,Scene 43,SUB BASEMENT
3X07,Scene 44,RAPPO'S ROOM
3X07,Scene 45,X-FILES OFFICE
3X07,Scene 46,GENERAL CALLAHAN'S OFFICE
3X08,Scene 1,"VALLEY WOODS HIGH SCHOOL SEATTLE, WASHINGTON"
3X08,Scene 2,
3X08,Scene 3,
3X08,Scene 4,
3X08,Scene 5,"UNIVERSITY MEDICAL CENTER SEATTLE, WASHINGTON 10:31 AM"
3X08,Scene 6,
3X08,Scene 7,"FBI REGIONAL FIELD OFFICE SEATTLE, WASHINGTON 1:53 PM"
3X08,Scene 8,BRIGHT ANGEL HALFWAY HOUSE 7:10 PM
3X08,Scene 9,BRIGHT ANGEL HALFWAY HOUSE 8:03 PM
3X08,Scene 10,
3X08,Scene 11,
3X08,Scene 12,
3X08,Scene 13,
3X08,Scene 14,
3X08,Scene 15,
3X08,Scene 16,
3X08,Scene 17,"EASTON, WASHINGTON"
3X08,Scene 18,
3X08,Scene 19,
3X08,Scene 20,BRIGHT ANGEL HALFWAY HOUSE
3X09,Scene 1,"KNOXVILLE, TENNESSEE"
3X09,Scene 2,FBI HEADQUARTERS; WASHINGTON D.C.
3X09,Scene 3,"ALLENTOWN, PENNSYLVANIA"
3X09,Scene 4,"SUBSTATION C; ALLENTOWN, PENNSYLVANIA"
3X09,Scene 5,"THE LONE GUNMEN'S OFFICE; WASHINGTON, D.C."
3X09,Scene 6,"BETSY HAGOPIAN'S HOUSE; ALLENTOWN, PENNSYLVANIA"
3X09,Scene 7,"U.S. COAST GUARD HEADQUARTERS; NEWPORT NEWS, VIRGINIA"
3X09,Scene 8,"BETSY HAGOPIAN'S HOUSE; ALLENTOWN, PENNSYLVANIA"
3X09,Scene 9,"U.S. COAST GUARD HEADQUARTERS; NEWPORT NEWS, VIRGINIA"
3X09,Scene 10,"BETSY HAGOPIAN'S HOUSE; ALLENTOWN, PENNSYLVANIA"
3X09,Scene 11,DEPT. OF ONCOLOGY; ALLENTOWN MEDICAL CENTER
3X09,Scene 12,"U.S. COAST GUARD HEADQUARTERS; NEWPORT NEWS, VIRGINIA"
3X09,Scene 13,"MULDER'S APARTMENT; WASHINGTON, D.C."
3X09,Scene 14,"OFFICE OF SENATOR RICHARD MATHESON; WASHINGTON, D.C."
3X09,Scene 15,X-FILES OFFICE; FBI HEADQUARTERS; WASHINGTON D.C.
3X09,Scene 16,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X09,Scene 17,"QUINNIMONT, WEST VIRGINIA"
3X09,Scene 18,X-FILES OFFICE; FBI HEADQUARTERS; WASHINGTON D.C.
3X09,Scene 19,"EDWARDS TERMINAL; QUEENSGATE, OHIO"
3X09,Scene 20,MULDER'S APARTMENT COMPLEX
3X09,Scene 21,OVERPASS
3X10,Scene 1,"PERKEY, WEST VIRGINIA"
3X10,Scene 2,"MULDER'S APARTMENT; WASHINGTON, D.C."
3X10,Scene 3,TRAIN
3X10,Scene 4,"FBI HEADQUARTERS; WASHINGTON, D.C.; 8:25 PM"
3X10,Scene 5,TRAIN
3X10,Scene 6,"PERKEY, WEST VIRGINIA"
3X10,Scene 7,TRAIN
3X10,Scene 8,"PERKEY, WEST VIRGINIA"
3X10,Scene 9,TRAIN
3X10,Scene 10,"PERKEY, WEST VIRGINIA"
3X10,Scene 11,TRAIN
3X10,Scene 12,SCULLY'S CAR
3X10,Scene 13,"MULDER'S APARTMENT; WASHINGTON, D.C."
3X10,Scene 14,TRAIN
3X10,Scene 15,"FBI HEADQUARTERS; WASHINGTON, D.C.; ONE WEEK LATER"
3X10,Scene 16,UNKNOWN ROOM
3X11,Scene 1,"FIRST CHURCH OF REDEMPTION, WAYNESBURG, PENNSYLVANIA"
3X11,Scene 2,
3X11,Scene 3,"RIDGEWAY ELEMENTARY SCHOOL, LOVELAND, OHIO"
3X11,Scene 4,AN INSTITUTION
3X11,Scene 5,LINLEY HOME FOR CHILDREN
3X11,Scene 6,THE SHELTER
3X11,Scene 7,THE ATTIC AT OWEN JARVIS' RESIDENCE
3X11,Scene 8,THE KRYDER RESIDENCE
3X11,Scene 9,
3X11,Scene 10,"STATE FORENSIC LABORATORY, HAMILTON COUNTY, OHIO"
3X11,Scene 11,BESIDE A ROAD IN A RURAL LOCATION
3X11,Scene 12,THE WESTWARD INN
3X11,Scene 13,OUTSIDE THE MOTEL WINDOW
3X11,Scene 14,THE INSTITUTION
3X11,Scene 15,"21ST CENTURY RECYCLING PLANT JERUSALEM, OHIO"
3X11,Scene 16,"THE SHELTER, TWO DAYS LATER"
3X11,Scene 17,A CONFESSION BOOTH
3X12,Scene 1,"MILLER'S GROVE, MASSACHUSETTS"
3X12,Scene 2,
3X12,Scene 3,
3X12,Scene 4,
3X12,Scene 5,
3X12,Scene 6,EXAMINATION ROOM
3X12,Scene 7,"SCULLY'S HOUSE; WASHINGTON, D.C."
3X12,Scene 8,"USDA BASE; MILLER'S GROVE, MASSACHUSETTS"
3X12,Scene 9,"SCULLY'S HOUSE; WASHINGTON, D.C."
3X12,Scene 10,"USDA BASE; MILLER'S GROVE, MASSACHUSETTS"
3X12,Scene 11,MILLER'S GROVE MOTOR LODGE
3X12,Scene 12,"SCULLY'S HOUSE; WASHINGTON, D.C."
3X12,Scene 13,"USDA BASE; MILLER'S GROVE, MASSACHUSETTS"
3X12,Scene 14,MASSACHUSETTS INSTITUTE OF ROBOTICS
3X12,Scene 15,"MILLER'S GROVE, MASSACHUSETTS"
3X12,Scene 16,MASSACHUSETTS INSTITUTE OF ROBOTICS
3X12,Scene 17,"USDA BASE; MILLER'S GROVE, MASSACHUSETTS"
3X12,Scene 18,"ALT FUELS; MILLER'S GROVE, MASSACHUSETTS"
3X12,Scene 19,MULDER'S APARTMENT
3X13,Scene 1,
3X13,Scene 2,
3X13,Scene 3,
3X13,Scene 4,
3X13,Scene 5,Caryl County Sheriff’s station
3X13,Scene 6,
3X13,Scene 7,
3X13,Scene 8,
3X13,Scene 9,
3X13,Scene 10,
3X13,Scene 11,"January 12, 5:10 AM"
3X13,Scene 12,
3X13,Scene 13,
3X13,Scene 14,
3X13,Scene 15,
3X13,Scene 16,8:25 PM COMITY MOTEL
3X13,Scene 17,
3X13,Scene 18,10:01 PM
3X13,Scene 19,
3X13,Scene 20,
3X13,Scene 21,
3X13,Scene 22,
3X13,Scene 21B,
3X13,Scene 23,
3X13,Scene 21C,
3X13,Scene 24,11:48 PM
3X13,Scene 25,
3X14,Scene 1,GEORGE WASHINGTON UNIVERSITY EXTENSION PROGRAM WASHINGTON D.C.
3X14,Scene 2,MOSTOW'S APARTMENT 6:30 AM
3X14,Scene 3,X-FILES OFFICE
3X14,Scene 4,"D.C. CORRECTIONAL FACILITY LORTON, VIRGINIA"
3X14,Scene 5,HALLWAY OUTSIDE MOSTOW'S APARTMENT
3X14,Scene 6,MOSTOW'S APARTMENT
3X14,Scene 7,SECRET ROOM
3X14,Scene 8,STUDIO - NIGHT
3X14,Scene 9,HOSPITAL - GLASS BLOWER'S ROOM
3X14,Scene 10,LIBRARY
3X14,Scene 11,MULDER'S APARTMENT
3X14,Scene 12,MOSTOW'S SECRET GALLERY
3X14,Scene 13,MOSTOW'S SECRET GALLERY 3:40 AM
3X14,Scene 14,LATER CRIME SCENE
3X14,Scene 15,MOSTOW'S CELL
3X14,Scene 16,FBI SCI-CRIME LAB - LATENT FINGERPRINT SECTION
3X14,Scene 17,FBI HEADQUARTERS EVIDENCE ROOM L-7
3X14,Scene 18,SKINNER'S OFFICE
3X14,Scene 19,MOSTOW'S SECRET GALLERY
3X14,Scene 20,MULDER'S APARTMENT
3X14,Scene 21,STREET
3X14,Scene 22,MOSTOW'S BUILDING
3X14,Scene 23,MOSTOW'S SECRET GALLERY
3X14,Scene 24,SCULLY'S APARTMENT
3X14,Scene 25,MOSTOW'S SECRET ROOM
3X14,Scene 26,ROOF
3X14,Scene 27,8 WEEKS LATER CELL
3X15,Scene 1,PACIFIC OCEAN LATITUDE 42 DEG NORTH LONGITUDE 171 DEG EAST
3X15,Scene 2,FBI HEADQUARTERS WASHINGTON DC
3X15,Scene 3,(knocking
3X15,Scene 4,"SAN DIEGO NAVAL HOSPITAL, CA"
3X15,Scene 5,"PACIFIC HEIGHTS SAN FRANCISCO, CA"
3X15,Scene 6,"US NAVAL STATION SAN DIEGO, CA"
3X15,Scene 7,"GAUTHIER'S HOUSE  (he finds a letter, opens it and reads it"
3X15,Scene 8,MIRAMAR NAVAL AIR STATION
3X15,Scene 9,"SAN FRANCISCO, CA"
3X15,Scene 10,BASE
3X15,Scene 11,"3702 MEDLOCK STREET SAN FRANCISCO, CA  (knock on door"
3X15,Scene 12,
3X15,Scene 13,"SAN FRANCISCO INTERNATIONAL AIRPORT  (Mulder keeps an eye on her, his phone rings"
3X15,Scene 14,WASHINGTON DC  (the restaurant is empty except for Skinner who is drinking coffee and reading the menu
3X15,Scene 15,BASE
3X15,Scene 16,HONG KONG  (Mulder joins her table
3X15,Scene 17,"BACK IN DC, THE SAME RESTAURANT"
3X15,Scene 18,"SCULLY'S APT.  (phone rings, she answers"
3X15,Scene 19,"HONG KONG AIRPORT  (he walks towards Mulder who has his back turned, Mulder's acting like he's on the phone"
3X16,Scene 1,"NAVY HOSPITAL PEARL HARBOR, HAWAII AUGUST 19, 1953"
3X16,Scene 2,NORTHEAST GEORGETOWN MEDICAL CENTER WASHINGTON DC PRESENT DAY
3X16,Scene 3,DULLES INTERNATIONAL AIRPORT WASHINGTON DC
3X16,Scene 4,THE HOSPITAL
3X16,Scene 5,COUNTY ROAD 512 MARYLAND
3X16,Scene 6,"FBI HEADQUARTERS WASHINGTON, DC"
3X16,Scene 7,LOCATION UNKNOWN
3X16,Scene 8,HOSPITAL
3X16,Scene 9,"46TH STREET NEW YORK CITY, NY"
3X16,Scene 10,HOSPITAL
3X16,Scene 11,SCULLY'S APARTMENT
3X16,Scene 12,X-FILES OFFICE
3X16,Scene 13,"ROCKVILLE, MD"
3X16,Scene 14,LOCATION UNKNOWN
3X16,Scene 15,NEW YORK CITY
3X16,Scene 16,THE LONE GUNMEN'S
3X16,Scene 17,
3X16,Scene 18,"FBI HEADQUARTERS WASHINGTON, DC"
3X16,Scene 19,CENTRAL PARK
3X16,Scene 20,FBI HEADQUARTERS
3X16,Scene 21,HOSPITAL
3X16,Scene 22,"BLACK CROW, NORTH DAKOTA"
3X16,Scene 23,FBI HEADQUARTERS WASHINGTON DC
3X16,Scene 24,
3X17,Scene 1,"MT. FOODMORE SUPERMARKET; LOUDOUN COUNTY, VIRGINIA"
3X17,Scene 2,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X17,Scene 3,"BELTWAY COMMUTER LOT; FALLS CHURCH, VIRGINIA"
3X17,Scene 4,TEE-TOTALLERS GOLF DRIVING RANGE AND PRO SHOP
3X17,Scene 5,HEARING ROOM A
3X17,Scene 6,"FBI HEADQUARTERS; WASHINGTON, D.C."
3X17,Scene 7,"3083 ROSENEATH AVE., APT. 9; ALEXANDRIA, VIRGINIA"
3X17,Scene 8,FAIRFAX MERCY HOSPITAL
3X18,Scene 1,TESO DOS BICHOS EXCAVATION ECUADOR HIGHLANDS SOUTH AMERICA
3X18,Scene 2,HALL OF INDIGENOUS PEOPLES BOSTON MUSEUM OF NATURAL HISTORY THREE WEEKS LATER
3X18,Scene 3,
3X18,Scene 4,
3X18,Scene 5,
3X18,Scene 6,
3X18,Scene 7,
3X18,Scene 8,
3X18,Scene 9,
3X18,Scene 10,
3X18,Scene 11,
3X18,Scene 12,
3X18,Scene 13,
3X18,Scene 14,
3X18,Scene 15,
3X18,Scene 16,
3X18,Scene 17,
3X18,Scene 18,
3X19,Scene 1,"CHINATOWN SAN FRANCISCO, CA"
3X19,Scene 2,BAYSIDE FUNERAL HOME
3X19,Scene 3,
3X19,Scene 4,
3X19,Scene 5,
3X19,Scene 6,
3X19,Scene 7,
3X19,Scene 8,HIGHLAND PARK CEMETARY
3X19,Scene 9,
3X19,Scene 10,
3X19,Scene 11,
3X19,Scene 12,
3X19,Scene 13,
3X19,Scene 14,
3X19,Scene 15,ST FRANCIS GENERAL HOSPITAL
3X19,Scene 16,
3X19,Scene 17,
3X19,Scene 18,
3X19,Scene 19,
3X19,Scene 20,
3X20,Scene 1,KLASS COUNTY; WASHINGTON
3X20,Scene 2,"X-FILES OFFICE; FBI HEADQUARTERS; WASHINGTON, D.C."
3X20,Scene 3,KLASS COUNTY; WASHINGTON
3X20,Scene 4,UNKNOWN LOCATION
3X20,Scene 5,ROKY CRIKENSON'S HOUSE
3X20,Scene 6,MOTEL ROOM
3X20,Scene 7,BLAINE FAULKNER'S ROOM
3X20,Scene 8,KLASS COUNTY; WASHINGTON
3X20,Scene 9,SCULLY'S MOTEL ROOM
3X20,Scene 10,WRECKAGE SITE
3X20,Scene 11,"X-FILES OFFICE; FBI HEADQUARTERS; WASHINGTON, D.C."
3X20,Scene 12,JOSE CHUNG'S OFFICE
3X21,Scene 1,"WASHINGTON, D.C., MARCH 7, 1996"
3X21,Scene 2,"CHESAPEAKE LOUNGE, AMBASSADOR HOTEL"
3X21,Scene 3,
3X21,Scene 4,"1223 HANOVER STREET, GEORGETOWN"
3X21,Scene 5,SECOND DISTRICT POLICE STATION
3X21,Scene 6,
3X21,Scene 7,
3X21,Scene 8,
3X21,Scene 9,
3X21,Scene 10,"SECOND DISTRICT POLICE STATION, 7:44 AM"
3X21,Scene 11,D.C. POLICE IMPOUND GARAGE
3X21,Scene 12,FBI SCI-CRIME LAB
3X21,Scene 13,OFFICE OF PROFESSIONAL CONDUCT HEARING
3X21,Scene 14,
3X21,Scene 15,
3X21,Scene 16,
3X21,Scene 17,
3X21,Scene 18,
3X22,Scene 1,"STRIKER'S COVE HEUVELMANS LAKE BLUE RIDGE MOUNTAINS, GA"
3X22,Scene 2,"COUNTY RD 33 RIGDON, GA."
3X22,Scene 3,ECOLOGY SCIENCES LAB HEUVELMANS LAKE
3X22,Scene 4,.
3X22,Scene 5,"Someone help me! No, no! Someone help me!"
3X22,Scene 6,
3X22,Scene 7,
3X22,Scene 8,
3X22,Scene 9,
3X22,Scene 10,
3X23,Scene 1,"BRADDOCK HEIGHTS, MARYLAND; APRIL 27; 10:16 PM"
3X23,Scene 2,"WASHINGTON, D.C.; APRIL 29; 2:12 AM"
3X23,Scene 3,"FREDERICK COUNTY PSYCHIATRIC HOSPITAL; BRADDOCK HEIGHTS, MARYLAND"
3X23,Scene 4,JOSEPH PATNIK'S HOUSE
3X23,Scene 5,2400 COURT MOTEL
3X23,Scene 6,APRIL 20; 9:48 AM
3X23,Scene 7,2400 COURT MOTEL
3X23,Scene 8,HELEN RIDDOCK'S HOUSE
3X23,Scene 9,"THE LONE GUNMEN'S OFFICE; WASHINGTON, D.C."
3X23,Scene 10,
3X23,Scene 11,MAY 1; 6:04 AM
3X23,Scene 12,"MULDER'S APARTMENT; WASHINGTON, D.C."
3X23,Scene 13,"THE LONE GUNMEN'S OFFICE; WASHINGTON, D.C."
3X23,Scene 14,FREDERICK COUNTY MORGUE; 6:21 PM
3X23,Scene 15,MARGARET SCULLY'S HOUSE
3X23,Scene 16,NORTHEAST GEORGETOWN MEDICAL CENTER; MAY 2; 1:43 PM
3X23,Scene 17,2400 COURT MOTEL
3X23,Scene 18,5:17 PM
3X23,Scene 19,FBI HEADQUARTERS; MAY 10
3X23,Scene 20,ALLEY
3X24,Scene 1,"ARLINGTON, VI [a fast food restaurant filled with people]"
3X24,Scene 2,
3X24,Scene 3,"QUONOCHAUTAUG, RHODE ISLAND"
3X24,Scene 4,
3X24,Scene 5,THE HOSPITAL 11:21 PM
3X24,Scene 6,"FBI HEADQUARTERS WASHINGTON, D.C. 8:25 AM"
3X24,Scene 7,"SOCIAL SERVICE ADMINISTRATION WASHINGTON, D.C."
3X24,Scene 8,PRISON
3X24,Scene 9,QUONOCHAUTAUG
3X24,Scene 10,"FBI HEADQUARTERS WASHINGTON, D.C."
3X24,Scene 11,IN AN OFFICE
3X24,Scene 12,QUONOCHAUTAUG NIGHT
3X24,Scene 13,
3X24,Scene 14,FBI HEADQUARTERS
3X24,Scene 15,SOCIAL SECURITY ADMINISTRATION
3X24,Scene 16,PRISON CELL B18
3X24,Scene 17,
3X24,Scene 18,"PROVIDENCE, RHODE ISLAND"
3X24,Scene 19,FBI HEADQUARTERS NO LIGHTS
3X24,Scene 20,
3X24,Scene 21,SCULLY IS BACK HOME 1:12AM
3X24,Scene 22,"EXTERIOR, NIGHT, CAR ARRIVES AND STOPS SCULLY AND SMITH GET OUT OF THE CAR"
4X01,Scene 1,CANADA
4X01,Scene 2,BOND MILL ROAD; RURAL MARYLAND
4X01,Scene 3,"PROVIDENCE, RHODE ISLAND; 4:55 AM"
4X01,Scene 4,"FBI HEADQUARTERS; WASHINGTON, D.C."
4X01,Scene 5,"SCI-CRIME LAB; FBI HEADQUARTERS; WASHINGTON, D.C."
4X01,Scene 6,CANADA
4X01,Scene 7,"MULDER'S APARTMENT; WASHINGTON, D.C."
4X01,Scene 8,PLANTATION; CANADA
4X01,Scene 9,"FBI HEADQUARTERS; WASHINGTON, D.C."
